Number,Title,Name,City,State,Amount
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,CLINICA SIERRA VISTA,LAMONT,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Bartz-Altadonna Community Health Center,LANCASTER,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Dignity Health DBA Saint Mary Medical Center,LONG BEACH,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"T.H.E. CLINIC, INC.",LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"JWCH INSTITUTE, INC",LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,AIDS HEALTHCARE FOUNDATION,LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,WATTS HEALTHCARE CORPORATION,LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"UNIVERSITY OF SOUTHERN CALIFORNIA, SCHOOL OF MEDICINE",LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Los Angeles LGBT Center,LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,CHARLES R DREW UNIVERSITY OF MEDICINE & SCIENCE,LOS ANGELES,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,CONTRA COSTA COUNTY HEALTH SERVICE DEPARTMENT,MARTINEZ,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"DESERT AIDS PROJECT, INC.",PALM SPRINGS,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Plumas County Public Health Agency,QUINCY,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SHASTA COMMUNITY HEALTH CENTER,REDDING,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Cares Community Health,SACRAMENTO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,NATIVIDAD MEDICAL CENTER,SALINAS,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SAN BERNARDINO COUNTY DEPARTMENT OF PUBLIC HEALTH,SAN BERNARDINO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC",SAN DIEGO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,NORTHEAST VALLEY HEALTH CORPORATION,SAN FERNANDO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SAN FRANCISCO COMMUNITY CLINIC CONSORTIUM,SAN FRANCISCO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,SAN FRANCISCO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SANTA CLARA COUNTY HEALTH DEPARTMENT,SAN JOSE,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC",SAN YSIDRO,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,COUNTY OF ORANGE HEALTH CARE AGENCY,SANTA ANA,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"CITY OF SANTA BARBARA, HEALTH CARE SERVICES",SANTA BARBARA,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SANTA CRUZ COUNTY HEALTH SERVICES AGENCY,SANTA CRUZ,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Santa Rosa Community Health Centers,SANTA ROSA,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,"COMMUNITY MEDICAL CENTERS, INC",STOCKTON,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,TARZANA TREATMENT CENTER,TARZANA,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,MENDOCINO COMMUNITY HEALTH CLINIC,UKIAH,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,VENICE FAMILY CLINIC,VENICE,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,VENTURA COUNTY HEALTH SERVICES AGENCY,VENTURA,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,AMPLA HEALTH,YUBA CITY,CA,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,SAN BERNARDINO COUNTY DEPARTMENT OF PUBLIC HEALTH,SAN BERNARDINO,CA,0
93.600,Head Start,NEIGHBORHOOD HOUSE ASSOCIATION,SAN DIEGO,CA,5851101
93.600,Head Start,SAN BERNARDINO COUNTY PRESCHOOL SERVICES DEPARTMENT,SAN BERNARDINO,CA,3802601
93.600,Head Start,FRESNO COUNTY ECONOMIC OPPORTUNITY COMMISSION,FRESNO,CA,2687393
93.600,Head Start,ORANGE COUNTY HEADSTART,SANTA ANA,CA,2526571
93.600,Head Start,Santa Clara Office of Education,SAN JOSE,CA,1769040
93.600,Head Start,LOS ANGELES VOLUNTEERS OF AMERICA,LOS ANGELES,CA,1555489
93.600,Head Start,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,CA,1541428
93.600,Head Start,METROPOLITAN AREA ADVISORY COMMITTEE,CHULA VISTA,CA,1503639
93.600,Head Start,STANISLAUS COUNTY DEPARTMENT OF EDUCATION,MODESTO,CA,1493973
93.600,Head Start,CONTRA COSTA COUNTY AUDITOR/CONTROLLER,MARTINEZ,CA,1460578
93.600,Head Start,TULARE COUNTY DEPARTMENT OF EDUCATION,VISALIA,CA,1324363
93.600,Head Start,"CHILD DEVELOPMENT RESOURCES OF VENTURA COUNTY, INC",OXNARD,CA,1077418
93.600,Head Start,MERCED COUNTY OFFICE OF EDUCATION,MERCED,CA,939445
93.600,Head Start,BALDWIN PARK UNIFIED SCHOOL DISTRICT,BALDWIN PARK,CA,866504
93.600,Head Start,"SHASTA COUNTY HEAD START CHILD DEVELOPMENT, INC.",REDDING,CA,623954
93.600,Head Start,MONTEBELLO UNIFIED SCHOOL DISTRICT,MONTEBELLO,CA,585286
93.600,Head Start,MONTEREY COUNTY OFFICE OF EDUCATION,SALINAS,CA,580013
93.600,Head Start,INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT,SO SAN FRANCISCO,CA,565073
93.600,Head Start,"CRYSTAL STAIRS, INC",INGLEWOOD,CA,527285
93.600,Head Start,E CENTER,MARYSVILLE,CA,524648
93.600,Head Start,ENCOMPASS COMMUNITY SERVICES,SANTA CRUZ,CA,505315
93.600,Head Start,Wu Yee Children's Services,SAN FRANCISCO,CA,497405
93.600,Head Start,"PLACER COMMUNITY ACTION COUNCIL, INC",AUBURN,CA,494769
93.600,Head Start,"NORTHCOAST CHILDREN'S SERVICE, INC",ARCATA,CA,476314
93.600,Head Start,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA,469283
93.600,Head Start,KINGS COUNTY COMMUNITY ACTION ORGANIZATION,HANFORD,CA,468404
93.600,Head Start,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,436767
93.600,Head Start,PACIFIC CLINICS,ARCADIA,CA,418312
93.600,Head Start,EL DORADO COUNTY OFFICE OF EDUCATION,PLACERVILLE,CA,407766
93.600,Head Start,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA,358554
93.600,Head Start,Imperial County Office of Education,EL CENTRO,CA,323401
93.600,Head Start,BERKELEY YMCA,BERKELEY,CA,323401
93.600,Head Start,Mission Neighborhood Centers,SAN FRANCISCO,CA,318128
93.600,Head Start,"NORTH COAST OPPORTUNITIES, INC",UKIAH,CA,299673
93.600,Head Start,YOLO COUNTY SUPERINTENDENT OF SCHOOLS,WOODLAND,CA,294400
93.600,Head Start,Hacienda La Puente Unified School District,CITY OF INDUSTRY,CA,289128
93.600,Head Start,COMMUNITY ACTION PARTNERSHIP OF KERN,BAKERSFIELD,CA,275067
93.600,Head Start,"Northern California Child Development, Inc.",RED BLUFF,CA,274188
93.600,Head Start,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA,263642
93.600,Head Start,MADERA COUNTY BOARD OF SUPERVISORS,MADERA,CA,253097
93.600,Head Start,Spanish Speaking Unity Council,OAKLAND,CA,242551
93.600,Head Start,KAI MING INC,SAN FRANCISCO,CA,224096
93.600,Head Start,ALAMEDA FAMILY SERVICES,ALAMEDA,CA,214429
93.600,Head Start,Amador Tuolumne Community Action Agency,JACKSON,CA,204762
93.600,Head Start,"SIERRA CASCADE FAMILIY OPPORTUNITIES, INC",QUINCY,CA,174004
93.600,Head Start,THE RESOURCE CONNECTION,SAN ANDREAS,CA,171368
93.600,Head Start,GLENN COUNTY OFFICE OF EDUCATION,ORLAND,CA,168731
93.600,Head Start,CONTRA COSTA COUNTY AUDITOR/CONTROLLER,MARTINEZ,CA,166973
93.600,Head Start,BERKELEY YMCA,BERKELEY,CA,156428
93.600,Head Start,Foothill Family Service,PASADENA,CA,152913
93.600,Head Start,EASTER SEALS OF SOUTHERN CALIFORNIA INC.,SANTA ANA,CA,147640
93.600,Head Start,STANISLAUS COUNTY DEPARTMENT OF EDUCATION,MODESTO,CA,134458
93.600,Head Start,COMMUNITY ACTION PARTNERSHIP OF KERN,BAKERSFIELD,CA,133579
93.600,Head Start,EL NIDO FAMILY CENTERS,LOS ANGELES,CA,126548
93.600,Head Start,RANCHO SANTIAGO COLLEGE,SANTA ANA,CA,123033
93.600,Head Start,MEXICAN AMERICAN OPPORTUNITY FOUNDATION,MONTEBELLO,CA,120397
93.600,Head Start,YUROK TRIBE,KLAMATH,CA,116002
93.600,Head Start,CHILD START INC,NAPA,CA,107215
93.600,Head Start,"KIDANGO, INC.",FREMONT,CA,105457
93.600,Head Start,BERKELEY YMCA,BERKELEY,CA,100184
93.600,Head Start,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD OF REGENTS",LOS ANGELES,CA,94911
93.600,Head Start,MODOC COUNTY SYSTEM OF SCHOOLS DISTRICT,ALTURAS,CA,91396
93.600,Head Start,Los Angeles Education Partnership,LOS ANGELES,CA,91396
93.600,Head Start,Los Angeles Universal Preschool,LOS ANGELES,CA,89638
93.600,Head Start,"CRYSTAL STAIRS, INC",INGLEWOOD,CA,84366
93.600,Head Start,Spanish Speaking Unity Council,OAKLAND,CA,83487
93.600,Head Start,Pediatric Therapy Network,TORRANCE,CA,79093
93.600,Head Start,Community Association for Preschool Education,LIVERMORE,CA,78214
93.600,Head Start,"PLACER COMMUNITY ACTION COUNCIL, INC",AUBURN,CA,77335
93.600,Head Start,"CRYSTAL STAIRS, INC",INGLEWOOD,CA,77335
93.600,Head Start,KINGS COUNTY COMMUNITY ACTION ORGANIZATION,HANFORD,CA,77335
93.600,Head Start,MERCED COUNTY OFFICE OF EDUCATION,MERCED,CA,77335
93.600,Head Start,Los Angeles Education Partnership,LOS ANGELES,CA,73820
93.600,Head Start,INYO MONO ADVOCATES FOR COMMUNITY ACTION,BISHOP,CA,72062
93.600,Head Start,SACRAMENTO EMPLOYMENT & TRAINING AGENCY,SACRAMENTO,CA,70305
93.600,Head Start,Lake Family Resource Center,KELSEYVILLE,CA,65032
93.600,Head Start,BALDWIN PARK UNIFIED SCHOOL DISTRICT,BALDWIN PARK,CA,63274
93.600,Head Start,Through the Looking Glass,BERKELEY,CA,63274
93.600,Head Start,Family Service Agency of San Mateo County,SAN MATEO,CA,63274
93.600,Head Start,CONTRA COSTA COUNTY AUDITOR/CONTROLLER,MARTINEZ,CA,63274
93.600,Head Start,METROPOLITAN AREA ADVISORY COMMITTEE,CHULA VISTA,CA,63000
93.600,Head Start,METROPOLITAN AREA ADVISORY COMMITTEE,CHULA VISTA,CA,56000
93.600,Head Start,Bishop Indian Head Start,BISHOP,CA,52728
93.600,Head Start,OWENS VALLEY BOARD OF TRUSTEES,BISHOP,CA,42183
93.600,Head Start,"CHILD DEVELOPMENT RESOURCES OF VENTURA COUNTY, INC",OXNARD,CA,38668
93.600,Head Start,REDDING RANCHERIA INDIAN HEALTH SERVICES,REDDING,CA,29879
93.600,Head Start,INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT,SO SAN FRANCISCO,CA,28122
93.600,Head Start,PINOLEVILLE POMO NATION,UKIAH,CA,28122
93.600,Head Start,"SHASTA COUNTY HEAD START CHILD DEVELOPMENT, INC.",REDDING,CA,22849
93.600,Head Start,ALAMEDA FAMILY SERVICES,ALAMEDA,CA,14061
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,4452231
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",FAMILY HEALTHCARE NETWORK,PORTERVILLE,CA,3399308
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,3368350
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",FAMILY HEALTHCARE NETWORK,PORTERVILLE,CA,2685974
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","FAMILY HEALTH CENTERS OF SAN DIEGO, INC",SAN DIEGO,CA,2468721
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","LA CLINICA DE LA RAZA, INC",OAKLAND,CA,2461775
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC",SAN YSIDRO,CA,2440333
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Borrego Community Health Fndn.,BORREGO SPRINGS,CA,2405487
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Borrego Community Health Fndn.,BORREGO SPRINGS,CA,2300030
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",St. Johns Well Child & Family Center,LOS ANGELES,CA,2275299
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",MERCED FAMILY HEALTH CENTER,MERCED,CA,2262640
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CLINICA SIERRA VISTA,LAMONT,CA,2124745
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY, INC",PARLIER,CA,1989560
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CLINICAS DEL CAMINO REAL, INC",VENTURA,CA,1970937
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Borrego Community Health Fndn.,BORREGO SPRINGS,CA,1889258
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OMNI FAMILY HEALTH,BAKERSFIELD,CA,1855913
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Neighborhood Healthcare,ESCONDIDO,CA,1852385
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Borrego Community Health Fndn.,BORREGO SPRINGS,CA,1806434
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","NORTHEAST MEDICAL SERVICES, INC",SAN FRANCISCO,CA,1774715
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",San Jose Foothills Family Community Clinic,SAN JOSE,CA,1675370
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",AMPLA HEALTH,YUBA CITY,CA,1638577
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",RIVERSIDE COUNTY HEALTH SYSTEM,RIVERSIDE,CA,1559495
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OMNI FAMILY HEALTH,BAKERSFIELD,CA,1530191
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",MERCED FAMILY HEALTH CENTER,MERCED,CA,1529028
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VENTURA COUNTY HEALTH SERVICES AGENCY,VENTURA,CA,1523302
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HLTH CNTRS/CENTRAL COAST,NIPOMO,CA,1507858
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","FAMILY HEALTH CENTERS OF SAN DIEGO, INC",SAN DIEGO,CA,1497776
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WELLSPACE HEALTH,SACRAMENTO,CA,1482465
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","LA CLINICA DE LA RAZA, INC",OAKLAND,CA,1471309
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Eisner Pediatric & Family Medical Center,LOS ANGELES,CA,1465610
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC",SAN YSIDRO,CA,1464595
